ITEM NO.|CROSS-REFERENCE NO.|DESCRIPTION|DESCRIPTION 2|ITEM CATEGORY|PRODUCT GROUP|LOCATION|QUANTITY|OE MANUFACTURER|WEIGHT|CUBAGE|HEIGHT|WIDTH|DEPTH|ITEM UPC NO.|COUNTRY OF ORIG|TARIFF NO.|SCHEDULE B CODE
CUM134771||5458600|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|54|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM134772||5498269|Kit, Turbocharger Actuator|Turbocharger Components|Actuator||0|CUMMINS - PARTS|4|260.532|7.88|5.75|5.75|||8414904190|8414902095
CUM134782||5328181RX|Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134785||5604176RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134791||5604180|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134796||5638750|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134798||5458599RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134802|5339363|5339363|Gasket, Turbocharger|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.036|3.28912|0.13|5.03|5.03|||8708998180|4009110000
CUM134808||5603456RX|Kit, Turbocharger Actuator|Turbocharger Components|Actuator||0|CUMMINS - PARTS|3.95|307.396|6.7|6.2|7.4|||8414904190|8414902095
CUM134813||5355758RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134814||5452786|Kit, Turbocharger Actuator|Turbocharger Components|Actuator||0|CUMMINS - PARTS|0|0|0|0|0|||8414904190|8414902095
CUM134827||5495621RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134828||5495621|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|79|5512.5|17.5|17.5|18|||8414800500|8414800500
CUM134829||5458511RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM134832||5604179RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|48|4080.84|19.75|14.5|14.25|||8414800500|8414800500
CUM134837||5458601RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|64|3570|17|14|15|||8414800500|8414800500
CUM134847||5604184RX|Kit, turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|105|3784.5|18|14.5|14.5|||8414800500|8414800500
CUM134851||5604178RX|TURBOCHARGER KIT|Turbochargers|Holset||0|CUMMINS - PARTS|48|4080.84|19.75|14.5|14.25|||8414800500|8414800500
CUM134864||5495016|TURBOCHARGER GASKET KIT|Turbocharger Components|General||0|CUMMINS - PARTS|0.129|1.62|0.12|3|4.5|||8484100000|8501104060
CUM134873||5502825RX|Short turbocharger no actuator|Turbochargers|Holset||0|CUMMINS - PARTS|64|4257.56|20.25|14.5|14.5||US|8414800500|8414800500
CUM134888||5633302|KIT, AIR COMPRESSOR|Air Components|Compressor||0|CUMMINS - PARTS|0|0|0|0|0|||8414802005|8414802005
CUM134889||4352565|TURBOCHARGER KIT|Turbochargers|Holset||0|CUMMINS - PARTS|60|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM134909||5458503RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|23|4263|20|14.7|14.5|||8414800500|8414800500
CUM134916||3687356RX|Compressor, Air|Air Components|Compressor||0|CUMMINS - PARTS|52.5|1080|12|6|15|||8708915000|8708915000
CUM134925||3783203|Actuator, Turbocharger|Turbocharger Components|Actuator||0|CUMMINS - PARTS|0.453|2722.5|16.5|11|15|||8414904190|8414902095
CUM134972||4352326RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|45|3928.13|16.75|15.13|15.5|||8414800500|8414800500
CUM134973||5322347RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|44|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM134974||4352232RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|48.45|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM134997||5603777RX|KIT, TURBOCHARGER ACTUATOR|Turbocharger Components|Actuator||0|CUMMINS - PARTS|3.81|307.396|6.7|6.2|7.4|||8414904190|8414902095
CUM135008||5321625|KIT,TURBOCHARGER|Turbochargers|General||0|CUMMINS - PARTS|7.08|9072|21|18|24|||8414800500|8414800500
CUM135012||5604179|KIT, TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM135013||5604180RX|KIT, TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM135014||5458623RX|Reman Turbo Kit, No Actuator Cummins ISL|Turbochargers|Holset||0|CUMMINS - PARTS|65.3|4056.23|19.7|14.5|14.2|||8414800500|8414800500
CUM135016||5604181|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|49|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM135020||5322354RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|44|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM135021||5322354|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|44|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM135024||5458600RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|62|3959.28|16.75|15.5|15.25|||8414800500|8414800500
CUM135025||5455781RX|TURBOCHARGER KIT|Turbochargers|Holset||0|CUMMINS - PARTS|33.75|4116.66|17|15.75|15.375|||8414800500|8414800500
CUM135032||3558044RX|Reman Air Compressor|Air Components|Compressor||0|CUMMINS - PARTS|39.12|3959.28|16.75|15.5|15.25|||8414802005|8414802005
CUM135033||5477432|CORE, COOLER|Air Components|Charged Air Cooler||0|CUMMINS - PARTS|15|1575|8.75|15|12|||8414802005|8414802005
CUM135040||5604185RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|56|4080.84|19.75|14.5|14.25|||8414800500|8414800500
CUM135044||5719716|SPACER, MOUNTING|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0|0|0|0|0|||8708998180|4009110000
CUM135046||5502129RX|Kit, Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|56|6012.34|19.3|17.7|17.6|||8414800500|8414800500
CUM135485||2882082RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135486||2882099RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135487||2882106|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135488||3798334|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135489||4024975RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135490||4309221RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135491||4309358RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135492||4352224|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135493||4352225RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135494||4352226RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135495||4352231RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135496||4352234RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135497||4955231RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135499||5322358RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135500||5325449RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135501||5325453RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135502||5325957|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135503||5325958RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135504||5327375RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135505||5328110RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135506||5357026|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135507||5357731|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135508||5357735|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135509||5455781|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135510||5456465|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135511||5456465RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135512||5457629|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135513||5457629RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135514||5458147RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135515||5458272|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135516||5458276RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135517||5458387|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135518||5458388RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135519||5458503|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135520||5458599|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135521||5458623|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135522||5495533|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135523||5501574RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135524||5502128|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135525||5502128RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135526||5502826RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135527||5502827RX|KIT,TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135528||4031337RX|KIT,TURBOCHARGER ACTUATOR|Turbocharger Components|Actuator||0|CUMMINS - PARTS|20|0|0|0|0|||8414904190|8414902095
CUM135529||5550398|KIT,TURBOCHARGER ACTUATOR|Turbocharger Components|Actuator||0|CUMMINS - PARTS|20|0|0|0|0|||8414904190|8414902095
CUM135859||4309261RX|TURBOCHARGER,HX82 DRY|Turbochargers|Holset||0|CUMMINS - PARTS|20|0|0|0|0|||8484900000|8484900000
CUM135872||5473007RX|KIT, AIR COMPRESSOR|Air Components|Compressor||0|CUMMINS - PARTS|42.1|4105.64|17.2|15.5|15.4|||8414802005|8414802005
CUM135875||5327166RX|KIT, TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM135879||5458509RX|KIT, TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|55.4|4071.27|19.875|14.25|14.375|||8484900000|8484900000
CUM135882||5329242|KIT, TURBOCHARGER GASKET|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM135892||5452946|HE200VG KIT, TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|13.68|16956.5|21.4|27.9|28.4|||8414800500|8414800500
CUM135901||3798314|KIT,TURBO CHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM135942||4032516|KIT, TURBOCHARGER GASKET|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.049|2.19375|0.13|3.75|4.5|||8708998180|4009110000
CUM135955||6374774RX|KIT, TURBOCHARGER ACTUATOR|Turbochargers|General||0|CUMMINS - PARTS|3|146.247|8.7|4.1|4.1|||8414800500|8414800500
CUM135961|6382096;6382096RX|6382096RX|Reman Holset HE300VG Actuator Kit W/Gaskets|Turbochargers|General||0|CUMMINS - PARTS|3.7|570.807|8.7|8.1|8.1|||8414800500|8414800500
CUM135962||5328113RX|KIT, TURBOCHARGER|Turbochargers|General||0|CUMMINS - PARTS|46.3|4096.88|20|14.375|14.25|||8414800500|8414800500
CUM135964||6374773RX|KIT, TURBOCHARGER ACTUATOR|Turbocharger Components|Actuator||3|CUMMINS - PARTS|2.7|146.247|8.7|4.1|4.1|||8414904190|8414902095
CUM135966||5502823RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|64|4105.64|17.2|15.4|15.5|||8414800500|8414800500
CUM135974||6374772RX|KIT TURBOCHARGER ACTUATOR|Turbocharger Components|Actuator||0|CUMMINS - PARTS|0|0|0|0|0|||8414904190|8414902095
CUM135980||5353210RX|KIT ICP TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|64|3697.5|17|14.5|15|||8414800500|8414800500
CUM135987||5604187|KIT, TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|49|3512.62|17|14.25|14.5|||8414800500|8414800500
CUM135997||5604184|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM136010||5359979|KITTURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM136016||5602145|KIT, TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|54.55|4205|20|14.5|14.5|||8414800500|8414800500
CUM136160||6374773|Kit, Turbocharger Actuator|Turbocharger Components|Actuator||0|CUMMINS - PARTS|2.7|146.247|8.7|4.1|4.1|||8414904190|8414902095
CUM136164||5633564|KIT,AIR COMPRESSOR|Air Components|Compressor||0|CUMMINS - PARTS|72|4400|22|10|20|||8708915000|8708915000
CUM136165||4376096|TURBOCHARGER KIT|Turbochargers|Holset||0|CUMMINS - PARTS|12.999|21561.4|29.1|23.3|31.8|||8414800500|8414800500
CUM136166||4309420|TURBOCHARGER KIT|Turbochargers|Holset||0|CUMMINS - PARTS|13.807|16831.7|26.8|23.7|26.5|||8484900000|8484900000
CUM136198||4089981PX|Actuator, ISX Timing Kit|Air Components|Act||0|CUMMINS - PARTS|1.6|38.456|2.2|3.8|4.6|||8708915000|8708915000
CUM136213||4089980PX|Reman Turbo Actuator Kit, Metering ISX|Turbocharger Components|Actuator||0|CUMMINS - PARTS|1.6|39.292|2.2|3.8|4.7|||8414904190|8414902095
CUM136243||6411510RX|Reman Turbocharger Kit, Cummins ISB 6.7L|Turbochargers|Holset||0|CUMMINS - PARTS|48|3679.2|17.5|14.6|14.4|||8414800500|8414800500
CUM136249||6411513RX|Turbocharger Kit, Cummins|Turbochargers|Holset||0|CUMMINS - PARTS|48|3679.2|17.5|14.6|14.4|||8414800500|8414800500
CUM136271||6411490RX|Reman Turbocharger Kit, ISB 6.7L No Actuator|Turbochargers|Holset||0|CUMMINS - PARTS|48|4061.25|20|14.25|14.25|||8414800500|8414800500
CUM136274||6411201RX|Reman Turbocharger Kit,|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM136276|5604175|6411519RX|Kit, Turbocharger|Turbochargers|General||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM136285||6411508RX|Reman Turbocharger Kit|Turbochargers|Holset||0|CUMMINS - PARTS|48|3570.48|17.1|14.4|14.5|||8414800500|8414800500
CUM136290||6411511RX|Reman Turbocharger Kit|Turbochargers|Holset||0|CUMMINS - PARTS|48|3679.2|17.5|14.6|14.4|||8414800500|8414800500
CUM136293|4034288;4034288RX;6379045;6379045NX;6379045RX|6379045RX|Reman Turbocharger Actuator Kit|Turbocharger Components|Actuator||0|CUMMINS - PARTS|5.52|447.2|6.88|6.5|10|||8414904190|8414902095
CUM136298||5552275|New Turbocharger Kit|Turbochargers|Holset||0|CUMMINS - PARTS|66|3822|21|13|14|||8414800500|8414800500
CUM136302||6382091RX|Reman Turbocharger Actuator Kit|Turbocharger Components|Actuator||0|CUMMINS - PARTS|3.5|270.4|10|5.2|5.2|||8414904190|8414902095
CUM136304||6411502RX|Reman Turbocharger Kit, Cummins HSE300 VG ISL|Turbochargers|Holset||0|CUMMINS - PARTS|48|3549.6|17|14.4|14.5|||8414800500|8414800500
CUM136307||6411494|New Turbocharger Kit,|Turbochargers|Holset||0|CUMMINS - PARTS|48|3525.12|17|14.4|14.4|||8414800500|8414800500
CUM136310||4955479NX|Turbocharger Kit|Turbochargers|Holset||0|CUMMINS - PARTS|34|0|0|0|0|||8414800500|8414800500
CUM136313||6378271RX|Reman Turbocharger Actuator Kit|Turbocharger Components|Actuator||0|CUMMINS - PARTS|5.6|407.68|6.5|6.4|9.8|||8414904190|8414902095
CUM136330||6411490|New Turbocharger Kit, Cummins ISB|Turbochargers|Holset||0|CUMMINS - PARTS|48|3679.2|17.5|14.6|14.4|||8414800500|8414800500
CUM136334||6379232RX|Reman Kit, Turbocharger Actuator|Turbocharger Components|Actuator||0|CUMMINS - PARTS|0|0|0|0|0|||8414904190|8414902095
CUM136355||6411473|KIT, TURBOCHARGER|Turbochargers|General||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM136363||6379045|Kit,Turbocharger Actuator|Turbocharger Components|Actuator||0|CUMMINS - PARTS|0|0|0|0|0|||8414904190|8414902095
CUM136369||6411511|New Kit,Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM136370|5604175;5604175RX;6411519RX|6411519|New Kit,Turbocharger|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM136391||3545575|Turbocharger Gasket Kit|Turbocharger Components|General||0|CUMMINS - PARTS|0.024|0|0|0|0|||8484100000|8501104060
CUM136416||5638754RX|Reman Turbocharger Kit|Turbochargers|Holset||0|CUMMINS - PARTS|0|0|0|0|0|||8414800500|8414800500
CUM136426|2835940;2837201;3789667;3789676;3789677;3791991;379199100;4032066;4032066RX;4032673;4032673RX;4032760;4032760NX;4032760RX;4034116;4034208;4034210;4034210NX;4034210RX;4034289;403428900;4034289RX;4034403;4034403NX;4034403RX;4042307;4043340;4045108;4045991;6378270RX|6378270RX|Turbocharger Actuator Kit|Turbocharger Components|Actuator||0|CUMMINS - PARTS|5.7|450.45|7|6.5|9.9|||8414904190|8414902095
CUM136427|28169127;2820933;2835946;2835949;2837208;2840219;3787561;4032161;4032674;4032768;4032768NX;4032768RX;4034122NX;4034122RX;4034287;4034287RX;6378220;6378220RX|6378220RX|Turbocharger Actuator Kit|Turbocharger Components|Actuator||0|CUMMINS - PARTS|5.5|427|7|6.1|10|||8414904190|8414902095
CUM136428|4034122NX;4034122RX;6378220;6378220NX;6378220RX|6378220|Turbocharger Actuator Kit|Turbocharger Components|Actuator||0|CUMMINS - PARTS|5.52|447.2|6.88|6.5|10|||8414904190|8414902095
CUM136429|2834402;2837217;3787565;4032765;4032765NX;4032765RX;4034118;4034287;403428700;403428700RX;4034287NX;4034287RX;4034400;6379232;6379232NX;6379232RX|6379232|Turbocharger Actuator Kit|Turbocharger Components|Actuator||0|CUMMINS - PARTS|5.52|447.2|6.88|6.5|10|||8414904190|8414902095
CUM136432|5472030;5472030NX;5472030RX|5472030RX|Reman Turbocharger Kit|Turbochargers|Holset||0|CUMMINS - PARTS|37|4132.3|17.2|15.5|15.5|||8414800500|8414800500
CUM136438|6411513|6411513|Turbocharger Kit|Turbochargers|Holset||0|CUMMINS - PARTS|48|3679.2|17.5|14.6|14.4|||8414800500|8414800500
CUM13672||5301090RX|COMPRESSOR 1 CYL AIR|Air Components|Compressor||0|CUMMINS - PARTS|5|0|0|0|0|||8708915000|8708915000
CUM13674||5301088RX|COMPRESSOR 1 CYL AIR|Air Components|Compressor||0|CUMMINS - PARTS|5|0|0|0|0|||8708915000|8708915000
CUM14295||5287076RX|COMPRESSOR 1 CYL AIR|Air Components|Compressor||0|CUMMINS - PARTS|5|0|0|0|0|||8708915000|8708915000
CUM14303||5286968RX|COMPRESSOR 1 CYL AIR|Air Components|Compressor||0|CUMMINS - PARTS|5|0|0|0|0|||8708915000|8708915000
CUM14307||5286964RX|COMPRESSOR 1 CYL AIR|Air Components|Compressor||0|CUMMINS - PARTS|5|0|0|0|0|||8708915000|8708915000
CUM14317||5286673RX|COMPRESSOR 1 CYL AIR|Air Components|Compressor||0|CUMMINS - PARTS|5|0|0|0|0|||8708915000|8708915000
CUM14644||5270224|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.05|1.482|0.13|3|3.8|||8708998180|4009110000
CUM1468|CUM3901356|3901356|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.03|1.40766|0.13|2.625|4.125||US|8708998180|4009110000
CUM14860|5263924;CUM5263924|5263924|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.045|2.10938|0.125|3.75|4.5|||8708998180|4009110000
CUM1487||3899343|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.01|0.00809375|0.037|0.25|0.875||US|8708998180|4009110000
CUM1568||3804502RX|TURBO HT60|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0||US|8414800500|8414800500
CUM1598||3802878RX|TURBO HX35W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0||US|8414800500|8414800500
CUM1643||3755843|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.03|1.01137|0.062|3.625|4.5||US|8708998180|4009110000
CUM1644|3709861;3919369;3949530;7536132044;7536-132044;7536312617;7536-312617;CUM3709861|3709861|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||16|CUMMINS - PARTS|0.033|1.4058|0.12|2.75|4.26||US|8708998180|4009110000
CUM1721|3535001;CUM3535001|3535001|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||11|CUMMINS - PARTS|0.02|6.3232|0.13|6.4|7.6||US|8708998180|4009110000
CUM1734||3519807|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.005|0.130515|0.042|1.13|2.75||US|8708998180|4009110000
CUM18174||4975633RX|COMPRESSOR 2 CYL AIR|Air Components|Compressor||0|CUMMINS - PARTS|5|0|0|0|0|||8708915000|8708915000
CUM18753||4956149RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM18755||4956148RX|TURBO HX83 QSKTA50-CE|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM18757||4956147RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM18758||4956146RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM18761||4956142RX|TURBOCHARGER HX83 WTRCOOL|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM18763||4956141RX|TURBO HX83 QSKTA50-CE|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM18769||4956104RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM18781||4956077RX|TURBOCHARGER HE351W|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM18831||4955904RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM18881||4955815RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM18883||4955814RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM1891|3102314;CUM3102314|3102314|GASKET TURBOCHARGER|Turbo Repair/Install Comp|General||0|CUMMINS - PARTS|0.08|2.4225|0.12|4.25|4.75||US|8708998180|4009110000
CUM18940||4955689RX|TURBOCHARGER HX83 WTRCOOL|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19025||4955510RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19028||4955507RX|KIT TURBOCHARGER|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19058||4955420|TURBOCHARGER NON CTT MR|Turbochargers|Holset||0|CUMMINS - PARTS|14|1104.84|11|9.3|10.8|||8414800500|8414800500
CUM19103||4955302RX|TURBO HX82|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
CUM19106||4955289RX|TURBO HX82|Turbochargers|Holset||0|CUMMINS - PARTS|5|0|0|0|0|||8414800500|8414800500
